51.5018081665,0.0053916001,13:24:18,0/0/200,253.00,252.49,253.00,171.00,164.73,177.00,44.00
51.5018081665,0.0053916001,13:24:19,0/0/200,251.00,251.57,253.00,163.00,166.34,185.00,44.00
51.5018081665,0.0053883004,13:24:20,0/0/200,249.00,250.65,252.00,167.00,166.87,193.00,44.00
51.5018081665,0.0053883004,13:24:21,0/0/200,248.00,248.85,250.00,182.00,167.71,191.00,44.00
51.5017967224,0.0053883004,13:24:22,0/0/200,245.00,247.14,253.00,138.00,159.95,187.00,44.00
51.5017967224,0.0053883004,13:24:23,0/0/200,240.00,242.19,245.00,138.00,137.77,138.00,44.00
51.5017967224,0.0053900003,13:24:24,0/0/200,240.00,240.76,242.00,139.00,138.48,139.00,44.00
51.5017967224,0.0053916001,13:24:25,0/0/200,236.00,240.91,250.00,138.00,138.03,139.00,44.00
51.5017967224,0.0053933000,13:24:26,0/0/200,232.00,232.78,237.00,136.00,137.25,138.00,44.00
51.5017967224,0.0053950004,13:24:27,0/0/200,238.00,231.65,242.00,136.00,136.16,143.00,44.00
51.5017967224,0.0053950004,13:24:28,0/0/200,229.00,231.64,240.00,137.00,137.99,142.00,44.00
51.5017967224,0.0053950004,13:24:29,0/0/200,234.00,227.53,234.00,135.00,135.24,137.00,44.00
51.5017967224,0.0053933000,13:24:30,0/0/200,232.00,233.38,236.00,132.00,133.31,135.00,44.00
51.5018081665,0.0053950004,13:24:31,0/0/200,225.00,226.61,230.00,120.00,125.36,131.00,44.00
51.5018081665,0.0053950004,13:24:32,20/10/2016,218.00,217.71,221.00,115.00,116.55,118.00,44.00
51.5018081665,0.0053965997,13:24:33,20/10/2016,221.00,221.42,224.00,112.00,113.23,114.00,44.00
51.5018310546,0.0054316000,13:24:35,20/10/2016,218.00,216.72,220.00,111.00,110.67,112.00,1147.55
51.5018463134,0.0054433002,13:24:36,20/10/2016,228.00,226.66,229.00,116.00,114.29,116.00,1147.55
51.5018730163,0.0054682998,13:24:37,20/10/2016,222.00,224.00,233.00,119.00,116.86,119.00,1147.55
51.5018730163,0.0054732999,13:24:38,20/10/2016,226.00,226.46,235.00,118.00,118.92,121.00,1147.55
51.5018806457,0.0054816002,13:24:39,20/10/2016,231.00,226.41,231.00,117.00,116.58,120.00,1147.55
51.5018806457,0.0054850001,13:24:40,20/10/2016,233.00,231.97,235.00,118.00,117.40,123.00,1147.55
51.5018806457,0.0054899997,13:24:41,20/10/2016,236.00,229.88,241.00,117.00,117.68,121.00,1147.55
