
$GPRMC,111042.000,A,5130.1392,N,00000.3478,E,1.92,22.49,200416,,,A*59,51.5023193359,0.0057966003,11:10:42,0/0/200,17,12,9.75,41,13.96,76.35,0,0
$GPRMC,111043.000,A,5130.1376,N,00000.3485,E,3.37,134.23,200416,,,A*67,51.5022964477,0.0058083004,11:10:43,0/0/200,17,7,4.83,42,13.96,75.72,0,0
$GPRMC,111044.000,A,5130.1362,N,00000.3491,E,1.12,7.07,200416,,,A*62,51.5022697448,0.0058183002,11:10:44,0/0/200,14,5,9.96,97,12.99,74.91,0,0
$GPRMC,111045.000,A,5130.1358,N,00000.3494,E,1.19,1.11,200416,,,A*65,51.5022621154,0.0058232998,11:10:45,0/0/200,7,13,12.23,74,13.96,74.47,0,0
$GPRMC,111046.000,A,5130.1356,N,00000.3498,E,0.97,10.67,200416,,,A*52,51.5022621154,0.0058300008,11:10:46,0/0/200,11,21,16.08,84,13.96,74.23,0,0
$GPRMC,111047.000,A,5130.1353,N,00000.3504,E,0.77,19.32,200416,,,A*55,51.5022544860,0.0058400001,11:10:47,0/0/200,11,1,5.76,42,13.96,74.02,0,0
$GPRMC,111048.000,A,5130.1351,N,00000.3511,E,1.09,37.73,200416,,,A*5D,51.5022544860,0.0058516001,11:10:48,0/0/200,8,14,9.56,50,13.48,73.64,0,0
$GPRMC,111049.000,A,5130.1351,N,00000.3515,E,1.14,22.77,200416,,,A*54,51.5022544860,0.0058583002,11:10:49,0/0/200,10,8,4.20,28,14.94,73.70,0,0
$GPRMC,111050.000,A,5130.1350,N,00000.3517,E,0.92,22.76,200416,,,A*51,51.5022468566,0.0058616008,11:10:50,0/0/200,9,3,6.77,44,14.94,73.44,0,0
$GPRMC,111051.000,A,5130.1345,N,00000.3526,E,0.87,55.58,200416,,,A*5E,51.5022392272,0.0058766002,11:10:51,0/0/200,8,6,4.63,38,13.48,72.98,0,0
$GPRMC,111052.000,A,5130.1343,N,00000.3528,E,0.82,44.19,200416,,,A*55,51.5022392272,0.0058800001,11:10:52,0/0/200,7,1,2.27,18,13.48,73.20,0,0
$GPRMC,111053.000,A,5130.1341,N,00000.3534,E,0.87,48.29,200416,,,A*51,51.5022392272,0.0058900003,11:10:53,0/0/200,7,3,4.28,30,12.99,72.97,0,0
$GPRMC,111054.000,A,5130.1337,N,00000.3537,E,0.17,102.47,200416,,,A*6A,51.5022315979,0.0058949999,11:10:54,0/0/200,16,0,2.54,25,13.96,72.98,0,0
$GPRMC,111055.000,A,5130.1336,N,00000.3539,E,0.16,165.82,200416,,,A*6D,51.5022315979,0.0058983001,11:10:55,0/0/200,8,9,3.82,24,14.94,72.77,0,0
$GPRMC,111056.000,A,5130.1331,N,00000.3542,E,0.32,141.91,200416,,,A*67,51.5022201538,0.0059033002,11:10:56,0/0/200,11,6,8.49,56,15.43,72.51,0,0
$GPRMC,111057.000,A,5130.1326,N,00000.3546,E,0.45,162.12,200416,,,A*6E,51.5022125244,0.0059100003,11:10:57,0/0/200,8,5,4.07,29,14.94,72.78,0,0
$GPRMC,111058.000,A,5130.1320,N,00000.3549,E,0.42,171.41,200416,,,A*6B,51.5021972656,0.0059150004,11:10:58,0/0/200,8,3,10.12,94,13.48,72.82,0,0
$GPRMC,111059.000,A,5130.1316,N,00000.3547,E,0.70,211.03,200416,,,A*63,51.5021972656,0.0059116001,11:10:59,0/0/200,11,0,7.20,55,13.48,72.62,0,0
$GPRMC,111100.000,A,5130.1316,N,00000.3542,E,1.00,245.40,200416,,,A*6B,51.5021972656,0.0059033002,11:11:0,0/0/200,9,0,15.16,113,12.99,72.48,0,0
$GPRMC,111101.000,A,5130.1315,N,00000.3535,E,1.32,262.99,200416,,,A*69,51.5021896362,0.0058916001,11:11:1,0/0/200,13,12,15.74,85,14.94,72.52,0,0
$GPRMC,111102.000,A,5130.1326,N,00000.3530,E,1.56,264.18,200416,,,A*62,51.5022125244,0.0058833003,11:11:2,20/4/2016,16,1,3.57,25,13.96,72.16,0,0
$GPRMC,111103.000,A,5130.1349,N,00000.3532,E,1.72,271.91,200416,,,A*6B,51.5022468566,0.0058866000,11:11:3,20/4/2016,21,8,3.40,18,12.50,71.89,0,0
$GPRMC,111104.000,A,5130.1360,N,00000.3542,E,1.15,267.77,200416,,,A*6E,51.5022697448,0.0059033002,11:11:4,20/4/2016,20,0,1.95,17,13.96,71.80,0,0
$GPRMC,111105.000,A,5130.1369,N,00000.3537,E,1.11,277.49,200416,,,A*6C,51.5022773742,0.0058949999,11:11:5,20/4/2016,23,7,4.14,22,13.48,71.60,0,0
$GPRMC,111106.000,A,5130.1385,N,00000.3530,E,0.54,288.94,200416,,,A*6A,51.5023117065,0.0058833003,11:11:6,20/4/2016,24,5,3.38,17,14.94,71.31,0,0
$GPRMC,111107.000,A,5130.1390,N,00000.3519,E,0.64,350.64,200416,,,A*6C,51.5023193359,0.0058650007,11:11:7,20/4/2016,9,0,3.67,20,14.45,71.20,0,0
$GPRMC,111108.000,A,5130.1403,N,00000.3514,E,1.11,357.97,200416,,,A*6B,51.5023345947,0.0058566002,11:11:8,20/4/2016,10,2,2.75,17,15.43,70.87,0,0
$GPRMC,111109.000,A,5130.1415,N,00000.3515,E,1.43,5.50,200416,,,A*64,51.5023612976,0.0058583002,11:11:9,20/4/2016,9,0,3.44,28,14.45,70.79,0,0
$GPRMC,111110.000,A,5130.1424,N,00000.3517,E,1.70,7.60,200416,,,A*6D,51.5023765563,0.0058616008,11:11:10,20/4/2016,9,0,2.09,16,15.92,70.70,0,0
$GPRMC,111111.000,A,5130.1431,N,00000.3517,E,1.78,7.10,200416,,,A*67,51.5023841857,0.0058616008,11:11:11,20/4/2016,26,2,3.01,15,15.43,70.59,0,0
