latitude,longitude,time,date,MQ135 value 0-1024,MQ135 average,MQ135 peak,MQ2 value, MQ2 average, MQ2 peak, dust pcs/0.01cf
51.5022773742,0.0058949999,13:36:41,25/8/2016,108.00,108.66,111.00,74.00,74.29,77.00,44.00
51.5022773742,0.0058882999,13:36:42,25/8/2016,109.00,108.59,111.00,75.00,74.25,77.00,44.00
51.5022850036,0.0058833003,13:36:43,25/8/2016,110.00,108.74,112.00,77.00,74.10,77.00,44.00
51.5023040771,0.0058766002,13:36:44,25/8/2016,111.00,111.00,111.00,74.00,74.00,74.00,44.00
51.5023040771,0.0058699998,13:36:45,25/8/2016,108.00,108.14,111.00,73.00,75.00,81.00,44.00
51.5023040771,0.0058683004,13:36:46,25/8/2016,108.00,108.67,986.00,73.00,74.21,78.00,44.00
51.5022964477,0.0058716006,13:36:47,25/8/2016,111.00,108.69,112.00,73.00,74.29,77.00,44.00
51.5022964477,0.0058750004,13:36:48,25/8/2016,107.00,107.92,112.00,71.00,73.48,77.00,44.00
51.5022964477,0.0058750004,13:36:48,25/8/2016,105.00,105.00,105.00,71.00,71.00,71.00,44.00
51.5023040771,0.0058833003,13:36:49,25/8/2016,107.00,106.15,109.00,74.00,72.65,76.00,44.00
51.5023193359,0.0058849997,13:36:50,25/8/2016,105.00,105.36,108.00,71.00,72.16,75.00,44.00
51.5023345947,0.0058800001,13:36:51,25/8/2016,103.00,104.42,108.00,74.00,71.51,75.00,44.00
51.5023422241,0.0058800001,13:36:52,25/8/2016,107.00,104.07,107.00,70.00,71.42,74.00,44.00
51.5023422241,0.0058816003,13:36:53,25/8/2016,103.00,104.83,108.00,72.00,71.82,75.00,44.00
51.5023536682,0.0058833003,13:36:54,25/8/2016,106.00,105.77,109.00,72.00,72.54,76.00,44.00
51.5023612976,0.0058849997,13:36:55,25/8/2016,106.00,106.85,110.00,73.00,73.59,77.00,44.00
51.5023612976,0.0058916001,13:36:56,25/8/2016,109.00,107.52,110.00,77.00,74.29,77.00,44.00
51.5023612976,0.0059000005,13:36:57,25/8/2016,108.00,108.02,111.00,77.00,74.67,78.00,44.00
51.5023612976,0.0059116001,13:36:58,25/8/2016,110.00,108.62,111.00,77.00,75.09,78.00,44.00
51.5023689270,0.0059200000,13:36:59,25/8/2016,110.00,109.29,112.00,76.00,75.45,79.00,44.00
51.5023612976,0.0059299998,13:37:0,25/8/2016,111.00,109.59,112.00,73.00,75.60,79.00,44.00
51.5023689270,0.0059365997,13:37:1,25/8/2016,108.00,109.68,112.00,74.00,75.45,79.00,44.00
51.5023689270,0.0059466004,13:37:2,25/8/2016,110.00,109.46,112.00,75.00,75.13,78.00,44.00
51.5023689270,0.0059532999,13:37:3,25/8/2016,110.00,109.24,112.00,72.00,74.79,78.00,44.00
51.5023765563,0.0059600000,13:37:4,25/8/2016,107.00,107.46,111.00,74.00,73.13,77.00,44.00
51.5023765563,0.0059715995,13:37:5,25/8/2016,108.00,107.27,110.00,74.00,73.04,76.00,44.00
51.5023841857,0.0059700007,13:37:6,25/8/2016,108.00,107.98,111.00,75.00,73.97,77.00,44.00
51.5023841857,0.0059715995,13:37:7,25/8/2016,109.00,108.42,111.00,73.00,74.51,78.00,44.00
51.5023918151,0.0059715995,13:37:9,25/8/2016,107.00,108.69,112.00,73.00,74.48,78.00,8506.43
51.5024070739,0.0059700007,13:37:10,25/8/2016,109.00,109.08,112.00,76.00,74.90,78.00,8506.43
51.5024185180,0.0059682998,13:37:11,25/8/2016,109.00,109.24,112.00,77.00,75.17,78.00,8506.43
51.5024185180,0.0059666004,13:37:12,25/8/2016,109.00,109.27,112.00,75.00,75.20,78.00,8506.43
51.5024261474,0.0059666004,13:37:13,25/8/2016,109.00,108.55,112.00,75.00,74.76,78.00,8506.43
51.5024261474,0.0059650001,13:37:14,25/8/2016,106.00,107.69,111.00,75.00,74.83,78.00,8506.43
51.5024261474,0.0059583001,13:37:15,25/8/2016,109.00,107.45,110.00,76.00,75.08,78.00,8506.43
51.5024414062,0.0059583001,13:37:16,25/8/2016,109.00,108.15,111.00,76.00,75.65,79.00,8506.43
51.5024490356,0.0059616003,13:37:17,25/8/2016,108.00,108.52,111.00,74.00,75.79,79.00,8506.43
51.5024566650,0.0059633007,13:37:18,25/8/2016,108.00,108.93,112.00,78.00,75.92,79.00,8506.43
51.5024642944,0.0059666004,13:37:19,25/8/2016,108.00,109.10,112.00,74.00,76.18,79.00,8506.43
51.5024642944,0.0059700007,13:37:20,25/8/2016,108.00,109.20,112.00,74.00,76.06,79.00,8506.43
51.5024757385,0.0059715995,13:37:21,25/8/2016,110.00,109.27,112.00,77.00,76.03,79.00,8506.43
51.5024757385,0.0059750003,13:37:22,25/8/2016,111.00,109.22,112.00,78.00,76.03,79.00,8506.43
51.5024833679,0.0059783005,13:37:23,25/8/2016,110.00,109.15,112.00,74.00,75.68,79.00,8506.43
51.5024909973,0.0059833002,13:37:24,25/8/2016,107.00,109.13,112.00,73.00,75.30,79.00,8506.43
51.5024909973,0.0059800004,13:37:25,25/8/2016,111.00,109.56,113.00,74.00,74.88,78.00,8506.43
51.5024986267,0.0059783005,13:37:26,25/8/2016,108.00,109.24,112.00,74.00,74.86,78.00,8506.43
51.5024986267,0.0059783005,13:37:27,25/8/2016,107.00,108.09,111.00,73.00,74.33,78.00,8506.43
51.5025062561,0.0059816002,13:37:28,25/8/2016,110.00,107.80,111.00,73.00,74.34,78.00,8506.43
51.5025215148,0.0059816002,13:37:29,25/8/2016,109.00,107.98,111.00,73.00,74.91,78.00,8506.43
51.5025291442,0.0059816002,13:37:30,25/8/2016,107.00,108.03,111.00,74.00,75.22,78.00,8506.43
51.5025405883,0.0059850001,13:37:31,25/8/2016,110.00,107.81,111.00,76.00,75.07,79.00,8506.43
51.5025482177,0.0059866003,13:37:32,25/8/2016,108.00,108.30,111.00,75.00,76.02,79.00,8506.43
51.5025558471,0.0059883003,13:37:33,25/8/2016,108.00,109.06,112.00,76.00,76.78,80.00,8506.43
51.5025711059,0.0059899997,13:37:34,25/8/2016,110.00,109.56,113.00,76.00,77.50,81.00,8506.43
51.5025711059,0.0059966001,13:37:35,25/8/2016,111.00,110.01,113.00,79.00,78.15,81.00,8506.43
51.5025711059,0.0060000000,13:37:36,25/8/2016,110.00,110.09,113.00,79.00,78.25,82.00,8506.43
51.5025787353,0.0060083003,13:37:37,25/8/2016,112.00,110.16,114.00,76.00,78.28,82.00,8506.43
51.5025863647,0.0060150003,13:37:38,25/8/2016,110.00,110.24,113.00,80.00,78.06,81.00,8506.43
51.5025978088,0.0060215997,13:37:39,25/8/2016,110.00,110.19,113.00,78.00,77.79,81.00,13971.66
51.5026054382,0.0060183000,13:37:40,25/8/2016,108.00,110.28,113.00,79.00,77.55,81.00,13971.66
51.5026206970,0.0060199999,13:37:41,25/8/2016,109.00,110.16,113.00,76.00,77.52,81.00,13971.66
51.5026359558,0.0060183000,13:37:42,25/8/2016,110.00,109.98,113.00,76.00,77.40,80.00,13971.66
51.5026435852,0.0060199999,13:37:43,25/8/2016,112.00,110.22,113.00,76.00,77.39,81.00,13971.66
51.5026512145,0.0060199999,13:37:44,25/8/2016,109.00,110.41,114.00,78.00,77.35,81.00,13971.66
51.5026779174,0.0060199999,13:37:45,25/8/2016,111.00,110.60,114.00,77.00,77.28,81.00,13971.66
51.5026931762,0.0060150003,13:37:46,25/8/2016,113.00,110.46,114.00,75.00,77.17,80.00,13971.66
51.5027084350,0.0060066003,13:37:47,25/8/2016,113.00,110.57,114.00,75.00,77.09,80.00,13971.66
51.5027427673,0.0060183000,13:37:48,25/8/2016,111.00,110.35,114.00,78.00,77.05,80.00,13971.66
51.5027847290,0.0060250005,13:37:49,25/8/2016,108.00,110.16,113.00,78.00,77.05,81.00,13971.66
51.5027999877,0.0060300006,13:37:50,25/8/2016,109.00,110.22,113.00,78.00,76.88,80.00,13971.66
51.5028228759,0.0060383005,13:37:51,25/8/2016,108.00,110.03,113.00,75.00,76.72,80.00,13971.66
51.5028572082,0.0060450005,13:37:52,25/8/2016,111.00,110.01,113.00,75.00,76.70,80.00,13971.66
51.5028877258,0.0060500001,13:37:53,25/8/2016,108.00,109.85,114.00,78.00,76.62,80.00,13971.66
51.5029144287,0.0060532999,13:37:54,25/8/2016,112.00,109.88,113.00,76.00,76.45,80.00,13971.66
51.5029449462,0.0060515999,13:37:55,25/8/2016,110.00,109.75,113.00,79.00,76.41,80.00,13971.66
51.5029640197,0.0060616006,13:37:56,25/8/2016,112.00,109.75,114.00,75.00,76.21,80.00,13971.66
51.5029792785,0.0060633001,13:37:57,25/8/2016,109.00,109.72,114.00,75.00,76.04,80.00,13971.66
51.5029945373,0.0060583000,13:37:58,25/8/2016,109.00,109.72,114.00,77.00,75.99,80.00,13971.66
51.5030174255,0.0060583000,13:37:59,25/8/2016,110.00,109.70,113.00,74.00,75.89,80.00,13971.66
51.5030288696,0.0060616006,13:38:0,25/8/2016,110.00,109.63,113.00,75.00,75.76,80.00,13971.66
51.5030441284,0.0060650005,13:38:1,25/8/2016,111.00,109.42,113.00,74.00,75.64,79.00,13971.66
51.5030593872,0.0060633001,13:38:2,25/8/2016,110.00,109.33,113.00,75.00,75.48,80.00,13971.66
51.5030670166,0.0060683002,13:38:3,25/8/2016,108.00,109.26,113.00,74.00,75.44,81.00,13971.66
51.5030860900,0.0060700006,13:38:4,25/8/2016,110.00,109.25,114.00,77.00,75.39,79.00,13971.66
51.5030937194,0.0060716004,13:38:5,25/8/2016,111.00,109.28,113.00,76.00,75.43,79.00,13971.66
51.5031089782,0.0060750002,13:38:6,25/8/2016,108.00,109.15,114.00,77.00,75.27,80.00,13971.66
51.5030860900,0.0060866003,13:38:7,25/8/2016,112.00,109.15,113.00,74.00,75.08,80.00,13971.66
51.5030937194,0.0060900001,13:38:8,25/8/2016,108.00,108.94,113.00,73.00,74.97,81.00,13971.66
51.5030937194,0.0060982999,13:38:9,25/8/2016,108.00,109.34,114.00,74.00,74.86,80.00,13971.66
51.5031013488,0.0061033000,13:38:10,25/8/2016,110.00,109.24,113.00,72.00,74.64,82.00,4865.81
51.5031089782,0.0061050004,13:38:11,25/8/2016,111.00,109.04,113.00,72.00,74.26,78.00,4865.81
51.5031242370,0.0061083006,13:38:12,25/8/2016,108.00,108.86,114.00,76.00,74.36,78.00,4865.81
51.5031318664,0.0061133003,13:38:13,25/8/2016,112.00,109.09,113.00,75.00,74.46,84.00,4865.81
51.5031509399,0.0061200003,13:38:14,25/8/2016,109.00,109.24,113.00,75.00,74.55,79.00,4865.81
51.5031585693,0.0061250000,13:38:15,25/8/2016,108.00,109.29,113.00,73.00,74.53,78.00,4865.81
51.5031585693,0.0061316003,13:38:16,25/8/2016,108.00,109.30,113.00,75.00,74.52,78.00,4865.81
51.5031661987,0.0061433005,13:38:17,25/8/2016,108.00,109.40,113.00,74.00,74.70,78.00,4865.81
51.5031814575,0.0061515998,13:38:18,25/8/2016,110.00,109.33,112.00,76.00,74.83,78.00,4865.81
51.5031890869,0.0061632995,13:38:19,25/8/2016,109.00,109.00,109.00,75.00,75.00,75.00,4865.81
51.5032157897,0.0061750001,13:38:20,25/8/2016,107.00,109.08,112.00,73.00,74.73,78.00,4865.81
51.5032234191,0.0061883001,13:38:21,25/8/2016,108.00,108.84,112.00,75.00,74.65,78.00,4865.81
51.5032386779,0.0061999998,13:38:22,25/8/2016,108.00,108.93,111.00,73.00,74.56,78.00,4865.81
51.5032539367,0.0062182998,13:38:23,25/8/2016,111.00,109.05,112.00,73.00,74.54,78.00,4865.81
51.5032730102,0.0062315998,13:38:24,25/8/2016,110.00,109.08,112.00,76.00,74.48,78.00,4865.81
51.5032806396,0.0062483005,13:38:25,25/8/2016,111.00,109.12,112.00,76.00,74.42,78.00,4865.81
51.5032806396,0.0062632999,13:38:26,25/8/2016,109.00,109.16,112.00,73.00,74.38,78.00,4865.81
51.5032806396,0.0062783002,13:38:27,25/8/2016,107.00,109.16,112.00,74.00,74.35,78.00,4865.81
51.5032882690,0.0063083004,13:38:29,25/8/2016,111.00,109.11,112.00,77.00,74.33,77.00,4865.81
51.5032882690,0.0063083004,13:38:29,25/8/2016,109.00,109.00,109.00,73.00,73.00,73.00,4865.81
51.5032806396,0.0063249998,13:38:30,25/8/2016,111.00,109.41,112.00,76.00,74.53,78.00,4865.81
51.5032806396,0.0063249998,13:38:30,25/8/2016,112.00,112.00,112.00,73.00,73.00,73.00,4865.81
51.5032806396,0.0063400001,13:38:31,25/8/2016,110.00,109.31,112.00,73.00,74.61,78.00,4865.81
51.5032806396,0.0063400001,13:38:31,25/8/2016,109.00,109.00,109.00,76.00,76.00,76.00,4865.81
51.5031814575,0.0063416004,13:38:32,25/8/2016,111.00,109.11,112.00,77.00,74.58,78.00,4865.81
51.5031738281,0.0063750004,13:38:33,25/8/2016,111.00,109.01,112.00,73.00,74.47,78.00,4865.81
51.5031509399,0.0063999996,13:38:34,25/8/2016,111.00,109.08,112.00,74.00,74.44,78.00,4865.81
51.5031394958,0.0064150004,13:38:35,25/8/2016,110.00,109.03,112.00,75.00,74.39,78.00,4865.81
51.5031394958,0.0064300003,13:38:36,25/8/2016,107.00,108.84,112.00,73.00,74.44,78.00,4865.81
51.5031242370,0.0064415998,13:38:37,25/8/2016,110.00,108.70,111.00,75.00,74.38,78.00,4865.81
51.5031242370,0.0064532995,13:38:38,25/8/2016,110.00,108.85,112.00,75.00,74.46,78.00,4865.81
51.5031089782,0.0064616003,13:38:39,25/8/2016,111.00,109.14,112.00,77.00,74.46,78.00,4865.81
51.5031089782,0.0064616003,13:38:40,25/8/2016,111.00,109.21,112.00,76.00,74.48,78.00,4865.81
51.5031013488,0.0064683008,13:38:41,25/8/2016,108.00,109.27,113.00,75.00,74.02,77.00,4277.97
51.5030860900,0.0064832997,13:38:42,25/8/2016,108.00,109.24,112.00,75.00,74.21,78.00,4277.97
51.5030670166,0.0065050001,13:38:43,25/8/2016,108.00,109.21,112.00,73.00,73.97,77.00,4277.97
51.5030593872,0.0065250010,13:38:44,25/8/2016,110.00,109.61,113.00,76.00,74.45,78.00,4277.97
51.5030593872,0.0065433001,13:38:45,25/8/2016,112.00,109.81,113.00,75.00,74.73,78.00,4277.97
51.5030670166,0.0065633001,13:38:46,25/8/2016,111.00,109.81,113.00,73.00,75.04,78.00,4277.97
51.5030746459,0.0065800004,13:38:47,25/8/2016,108.00,109.62,112.00,76.00,75.28,78.00,4277.97
51.5030860900,0.0065850009,13:38:48,25/8/2016,109.00,109.93,113.00,78.00,75.25,79.00,4277.97
51.5031013488,0.0065916004,13:38:49,25/8/2016,108.00,108.00,108.00,76.00,76.00,76.00,4277.97
51.5031089782,0.0065932998,13:38:50,25/8/2016,111.00,109.96,113.00,73.00,75.42,79.00,4277.97
51.5031166076,0.0065932998,13:38:51,25/8/2016,112.00,109.85,113.00,73.00,75.31,79.00,4277.97
51.5031318664,0.0065866003,13:38:52,25/8/2016,109.00,109.72,113.00,77.00,75.25,79.00,4277.97
51.5031394958,0.0065833001,13:38:53,25/8/2016,108.00,109.55,114.00,78.00,75.18,80.00,4277.97
51.5031585693,0.0065800004,13:38:54,25/8/2016,111.00,109.54,114.00,77.00,75.05,80.00,4277.97
51.5031661987,0.0065700006,13:38:55,25/8/2016,111.00,109.49,114.00,77.00,74.93,80.00,4277.97
51.5031738281,0.0065582995,13:38:56,25/8/2016,108.00,109.50,114.00,73.00,74.86,80.00,4277.97
51.5031814575,0.0065416007,13:38:57,25/8/2016,108.00,109.34,115.00,73.00,74.84,81.00,4277.97
51.5031890869,0.0065265998,13:38:58,25/8/2016,109.00,109.28,115.00,73.00,74.87,80.00,4277.97
51.5031967163,0.0065132999,13:38:59,25/8/2016,110.00,109.13,121.00,73.00,74.68,92.00,4277.97
51.5032081604,0.0065016002,13:39:0,25/8/2016,111.00,109.11,115.00,73.00,74.59,85.00,4277.97
51.5032234191,0.0064882998,13:39:1,25/8/2016,110.00,109.14,116.00,78.00,74.62,82.00,4277.97
51.5032310485,0.0064832997,13:39:2,25/8/2016,108.00,109.13,122.00,75.00,74.63,83.00,4277.97
51.5032386779,0.0064750003,13:39:3,25/8/2016,111.00,109.17,120.00,77.00,74.64,84.00,4277.97
51.5032463073,0.0064632997,13:39:4,25/8/2016,111.00,109.15,120.00,75.00,74.49,85.00,4277.97
51.5032539367,0.0064516000,13:39:5,25/8/2016,110.00,109.10,121.00,73.00,74.51,85.00,4277.97
51.5032615661,0.0064383001,13:39:6,25/8/2016,108.00,108.98,123.00,72.00,74.46,84.00,4277.97
51.5032730102,0.0064283008,13:39:7,25/8/2016,111.00,109.05,119.00,76.00,74.36,87.00,4277.97
51.5032730102,0.0064166011,13:39:8,25/8/2016,111.00,109.01,120.00,72.00,74.25,87.00,4277.97
51.5032806396,0.0064050006,13:39:9,25/8/2016,107.00,108.88,122.00,76.00,74.20,86.00,4277.97
51.5032958984,0.0063882999,13:39:10,25/8/2016,107.00,108.72,120.00,77.00,74.03,90.00,4277.97
51.5033035278,0.0063766002,13:39:11,25/8/2016,108.00,108.77,118.00,73.00,74.04,87.00,12845.53
51.5033111572,0.0063633003,13:39:12,25/8/2016,107.00,108.61,125.00,74.00,73.98,84.00,12845.53
51.5033111572,0.0063466000,13:39:13,25/8/2016,107.00,108.65,123.00,72.00,73.89,87.00,12845.53
51.5033187866,0.0063316001,13:39:14,25/8/2016,112.00,108.63,122.00,70.00,73.90,89.00,12845.53
51.5033187866,0.0063215999,13:39:15,25/8/2016,107.00,108.62,122.00,72.00,73.91,87.00,12845.53
51.5033302307,0.0063100004,13:39:16,25/8/2016,108.00,108.85,121.00,72.00,73.98,85.00,12845.53
51.5033454895,0.0062966003,13:39:17,25/8/2016,110.00,109.03,115.00,77.00,74.06,83.00,12845.53
51.5033454895,0.0062866001,13:39:18,25/8/2016,108.00,108.95,116.00,74.00,74.01,80.00,12845.53
51.5033454895,0.0062733001,13:39:19,25/8/2016,110.00,108.92,114.00,75.00,74.03,79.00,12845.53
51.5033531188,0.0062616004,13:39:20,25/8/2016,110.00,108.88,114.00,76.00,73.96,79.00,12845.53
51.5033607482,0.0062483005,13:39:21,25/8/2016,110.00,108.85,113.00,76.00,73.92,79.00,12845.53
51.5033760070,0.0062349996,13:39:22,25/8/2016,107.00,108.69,113.00,74.00,73.76,79.00,12845.53
51.5033950805,0.0062216000,13:39:23,25/8/2016,107.00,108.80,115.00,75.00,73.80,79.00,12845.53
51.5034027099,0.0062100000,13:39:24,25/8/2016,109.00,108.79,115.00,77.00,73.84,79.00,12845.53
51.5034179687,0.0061983003,13:39:25,25/8/2016,108.00,108.77,114.00,75.00,73.87,84.00,12845.53
51.5034332275,0.0061865997,13:39:26,25/8/2016,109.00,108.95,113.00,74.00,73.92,79.00,12845.53
51.5034523010,0.0061766004,13:39:27,25/8/2016,104.00,104.00,104.00,80.00,80.00,80.00,12845.53
51.5034675598,0.0061666002,13:39:28,25/8/2016,112.00,108.91,122.00,72.00,73.85,81.00,12845.53
51.5034828186,0.0061549997,13:39:29,25/8/2016,107.00,109.20,120.00,73.00,73.96,80.00,12845.53
51.5034904479,0.0061400003,13:39:30,25/8/2016,111.00,109.26,114.00,72.00,74.33,79.00,12845.53
51.5034904479,0.0061400003,13:39:30,25/8/2016,108.00,108.00,108.00,73.00,73.00,73.00,12845.53
51.5035057067,0.0061200003,13:39:31,25/8/2016,110.00,109.41,114.00,75.00,74.47,80.00,12845.53
51.5035057067,0.0061200003,13:39:32,25/8/2016,111.00,111.00,111.00,75.00,75.00,75.00,12845.53
51.5035057067,0.0061033000,13:39:33,25/8/2016,109.00,109.22,114.00,74.00,73.98,79.00,12845.53
51.5035247802,0.0060915999,13:39:34,25/8/2016,106.00,106.00,106.00,74.00,74.00,74.00,12845.53
51.5035400390,0.0060816001,13:39:35,25/8/2016,108.00,108.69,116.00,71.00,73.31,88.00,12845.53
51.5035476684,0.0060700006,13:39:36,25/8/2016,107.00,108.82,112.00,75.00,73.53,77.00,12845.53
51.5035629272,0.0060566000,13:39:37,25/8/2016,108.00,109.38,114.00,76.00,73.78,78.00,12845.53
51.5035743713,0.0060416007,13:39:38,25/8/2016,108.00,109.64,114.00,77.00,74.21,79.00,12845.53
51.5035896301,0.0060300006,13:39:39,25/8/2016,107.00,109.70,113.00,77.00,74.44,79.00,12845.53
51.5035972595,0.0060215997,13:39:40,25/8/2016,108.00,109.48,114.00,73.00,74.15,80.00,12845.53
51.5036125183,0.0060150003,13:39:41,25/8/2016,112.00,109.65,113.00,73.00,74.68,80.00,19570.30
51.5036201477,0.0060066003,13:39:42,25/8/2016,108.00,108.50,110.00,75.00,74.25,76.00,19570.30
51.5036392211,0.0059966001,13:39:43,25/8/2016,112.00,110.02,114.00,74.00,74.91,80.00,19570.30
51.5036468505,0.0059816002,13:39:44,25/8/2016,112.00,110.26,113.00,73.00,75.15,78.00,19570.30
51.5036544799,0.0059682998,13:39:45,25/8/2016,112.00,110.17,114.00,75.00,74.80,79.00,19570.30
51.5036621093,0.0059549999,13:39:46,25/8/2016,113.00,110.25,114.00,77.00,75.26,79.00,19570.30
51.5036697387,0.0059433002,13:39:47,25/8/2016,111.00,109.79,111.00,75.00,75.86,79.00,19570.30
51.5036849975,0.0059316005,13:39:48,25/8/2016,111.00,110.02,113.00,73.00,75.38,80.00,19570.30
51.5036964416,0.0059200000,13:39:49,25/8/2016,110.00,110.00,110.00,73.00,73.00,73.00,19570.30
51.5037117004,0.0059116001,13:39:50,25/8/2016,108.00,109.46,114.00,74.00,75.06,82.00,19570.30
51.5037193298,0.0059000005,13:39:51,25/8/2016,108.00,109.19,113.00,75.00,74.79,79.00,19570.30
51.5037345886,0.0058916001,13:39:52,25/8/2016,110.00,108.70,112.00,77.00,74.01,79.00,19570.30
51.5037422180,0.0058800001,13:39:53,25/8/2016,108.00,109.15,113.00,76.00,74.74,79.00,19570.30
51.5037498474,0.0058716006,13:39:54,25/8/2016,111.00,109.23,112.00,74.00,74.82,79.00,19570.30
51.5037498474,0.0058616008,13:39:55,25/8/2016,111.00,109.87,113.00,78.00,75.18,78.00,19570.30
51.5037612915,0.0058516001,13:39:56,25/8/2016,109.00,110.60,114.00,77.00,75.64,79.00,19570.30
51.5037689208,0.0058400001,13:39:57,25/8/2016,112.00,110.35,113.00,77.00,75.51,79.00,19570.30
51.5037765502,0.0058315997,13:39:58,25/8/2016,111.00,110.90,114.00,76.00,75.44,79.00,19570.30
51.5037765502,0.0058249998,13:39:59,25/8/2016,109.00,110.23,114.00,77.00,75.38,79.00,19570.30
51.5037765502,0.0058249998,13:39:59,25/8/2016,112.00,112.00,112.00,74.00,74.00,74.00,19570.30
51.5037918090,0.0058133001,13:40:0,25/8/2016,111.00,109.67,113.00,74.00,75.31,79.00,19570.30
51.5037918090,0.0058032999,13:40:1,25/8/2016,111.00,110.08,113.00,73.00,75.09,78.00,19570.30
51.5038070678,0.0057915997,13:40:2,25/8/2016,107.00,108.86,112.00,75.00,74.48,78.00,19570.30
51.5038185119,0.0057783002,13:40:3,25/8/2016,108.00,108.34,112.00,76.00,73.82,77.00,19570.30
51.5038185119,0.0057715997,13:40:4,25/8/2016,111.00,109.51,112.00,75.00,74.12,77.00,19570.30
51.5038261413,0.0057616000,13:40:5,25/8/2016,107.00,109.42,112.00,77.00,75.15,79.00,19570.30
51.5038337707,0.0057483005,13:40:6,25/8/2016,107.00,108.65,112.00,79.00,76.13,79.00,19570.30
51.5038490295,0.0057365999,13:40:7,25/8/2016,110.00,108.89,112.00,78.00,76.67,80.00,19570.30
51.5038566589,0.0057232999,13:40:8,25/8/2016,106.00,108.23,111.00,76.00,76.62,80.00,19570.30
51.5038642883,0.0057133007,13:40:9,25/8/2016,109.00,107.35,111.00,78.00,75.90,79.00,19570.30
51.5038719177,0.0057066006,13:40:10,25/8/2016,106.00,107.57,110.00,74.00,76.26,79.00,19570.30
51.5038909912,0.0057016000,13:40:11,25/8/2016,108.00,107.67,111.00,78.00,76.08,79.00,13132.31
51.5038986206,0.0056900000,13:40:12,25/8/2016,110.00,108.21,111.00,75.00,76.14,79.00,13132.31
51.5039138793,0.0056816000,13:40:13,25/8/2016,110.00,108.51,112.00,74.00,75.35,79.00,13132.31
51.5039215087,0.0056732997,13:40:14,25/8/2016,111.00,111.14,115.00,78.00,75.73,79.00,13132.31
51.5039215087,0.0056732997,13:40:14,25/8/2016,114.00,114.00,114.00,77.00,77.00,77.00,13132.31
51.5039291381,0.0056600003,13:40:15,25/8/2016,115.00,112.76,116.00,75.00,76.27,80.00,13132.31
51.5039405822,0.0056450004,13:40:16,25/8/2016,112.00,113.34,116.00,75.00,77.10,80.00,13132.31
51.5039482116,0.0056300010,13:40:17,25/8/2016,116.00,113.98,117.00,77.00,77.47,81.00,13132.31
51.5039558410,0.0056150007,13:40:18,25/8/2016,114.00,115.00,118.00,79.00,78.40,82.00,13132.31
51.5039634704,0.0056033000,13:40:19,25/8/2016,116.00,115.48,118.00,82.00,79.43,82.00,13132.31
51.5039787292,0.0055916004,13:40:20,25/8/2016,116.00,115.79,119.00,79.00,79.79,83.00,13132.31
51.5039939880,0.0055800004,13:40:21,25/8/2016,115.00,116.18,119.00,80.00,80.84,84.00,13132.31
51.5040054321,0.0055683002,13:40:22,25/8/2016,115.00,115.76,119.00,81.00,81.33,85.00,13132.31
51.5040206909,0.0055599999,13:40:23,25/8/2016,116.00,115.49,118.00,79.00,81.35,85.00,13132.31
51.5040206909,0.0055599999,13:40:23,25/8/2016,115.00,115.00,115.00,80.00,80.00,80.00,13132.31
51.5040283203,0.0055500001,13:40:24,25/8/2016,115.00,114.66,118.00,78.00,80.47,84.00,13132.31
51.5040283203,0.0055500001,13:40:24,25/8/2016,115.00,115.00,115.00,83.00,83.00,83.00,13132.31
51.5040435791,0.0055383005,13:40:25,25/8/2016,116.00,113.89,117.00,82.00,80.28,83.00,13132.31
51.5040435791,0.0055383005,13:40:25,25/8/2016,113.00,113.00,113.00,79.00,79.00,79.00,13132.31
51.5040512084,0.0055266003,13:40:26,25/8/2016,115.00,113.79,117.00,79.00,80.47,83.00,13132.31
51.5040702819,0.0055100007,13:40:27,25/8/2016,116.00,113.62,117.00,80.00,80.07,83.00,13132.31
51.5040779113,0.0054932999,13:40:28,25/8/2016,112.00,113.68,117.00,80.00,79.69,83.00,13132.31
51.5040931701,0.0054766006,13:40:29,25/8/2016,114.00,113.46,117.00,78.00,79.60,83.00,13132.31
51.5041007995,0.0054600000,13:40:30,25/8/2016,113.00,113.82,117.00,82.00,80.01,83.00,13132.31
51.5041007995,0.0054449996,13:40:31,25/8/2016,113.00,114.00,117.00,79.00,79.95,83.00,13132.31
51.5041160583,0.0054265999,13:40:32,25/8/2016,116.00,114.50,117.00,79.00,80.10,83.00,13132.31
51.5041275024,0.0054099998,13:40:33,25/8/2016,112.00,114.38,117.00,78.00,79.81,83.00,13132.31
51.5041427612,0.0053950004,13:40:34,25/8/2016,113.00,113.88,117.00,79.00,79.34,83.00,13132.31
51.5041503906,0.0053766002,13:40:35,25/8/2016,111.00,113.56,117.00,77.00,78.81,82.00,13132.31
51.5041580200,0.0053615999,13:40:36,25/8/2016,115.00,113.13,116.00,80.00,78.44,82.00,13132.31
51.5041656494,0.0053450002,13:40:37,25/8/2016,115.00,113.41,117.00,82.00,78.93,82.00,13132.31
51.5041732788,0.0053282999,13:40:38,25/8/2016,114.00,113.41,117.00,78.00,79.44,83.00,13132.31
51.5041847229,0.0053133001,13:40:39,25/8/2016,115.00,113.24,116.00,82.00,79.59,83.00,13132.31
51.5041999816,0.0053000001,13:40:40,25/8/2016,116.00,113.20,116.00,80.00,79.47,83.00,13132.31
51.5042076110,0.0052816004,13:40:41,25/8/2016,111.00,113.24,116.00,82.00,79.48,83.00,13132.31
