latitude,longitude,time,date,light,sound value,sound average,sound peak,temperature, gas, gas average, gas peak, people, cumulative people
25.0485553741,121.5761260986,3:3:19,8/11/2016,13,7,14.87,247,42.29,191.00,191.95,193.00,0,3
25.0486621856,121.5761260986,3:3:21,8/11/2016,13,34,22.02,229,42.77,191.00,191.34,193.00,0,3
25.0487461090,121.5761260986,3:3:22,8/11/2016,13,30,30.92,246,43.26,192.00,191.42,192.00,0,3
25.0487995147,121.5761260986,3:3:23,8/11/2016,14,49,29.25,223,42.77,192.00,191.98,193.00,0,3
25.0488452911,121.5761260986,3:3:24,8/11/2016,17,32,30.00,243,42.77,191.00,191.58,193.00,0,3
25.0488815307,121.5761032104,3:3:25,8/11/2016,32,28,30.89,246,42.77,188.00,189.34,192.00,0,3
25.0491447448,121.5762023925,3:3:26,8/11/2016,47,40,31.28,246,42.77,188.00,188.00,189.00,0,3
25.0492057800,121.5762023925,3:3:27,8/11/2016,46,31,34.83,373,42.77,187.00,187.41,189.00,0,3
25.0492382049,121.5762176513,3:3:28,8/11/2016,40,23,33.04,267,42.77,188.00,187.55,189.00,0,3
25.0492553710,121.5762023925,3:3:29,8/11/2016,27,27,28.95,245,42.29,190.00,188.80,190.00,0,3
25.0492515563,121.5761871337,3:3:30,8/11/2016,17,38,33.73,229,42.77,191.00,190.48,191.00,0,3
25.0492515563,121.5761718750,3:3:31,8/11/2016,14,30,31.62,226,42.77,192.00,191.73,192.00,0,3
25.0492515563,121.5761566162,3:3:32,8/11/2016,13,39,31.52,238,43.26,193.00,192.52,193.00,0,3
25.0492439270,121.5761413574,3:3:33,8/11/2016,13,44,34.13,236,42.29,193.00,192.95,194.00,0,3
25.0492439270,121.5761413574,3:3:34,8/11/2016,13,27,31.68,270,43.26,193.00,193.00,193.00,0,3
25.0492477416,121.5761260986,3:3:35,8/11/2016,12,43,31.08,228,42.29,193.00,192.99,194.00,0,3
25.0492477416,121.5761032104,3:3:36,8/11/2016,12,32,31.84,258,43.26,194.00,193.24,194.00,0,3
25.0492439270,121.5760879516,3:3:37,8/11/2016,12,36,28.81,266,42.77,194.00,193.04,194.00,0,3
25.0492439270,121.5760879516,3:3:38,8/11/2016,13,34,29.52,202,43.26,194.00,193.54,195.00,0,3
25.0492382049,121.5760879516,3:3:39,8/11/2016,12,35,28.06,244,42.77,194.00,193.61,194.00,0,3
25.0492439270,121.5760726928,3:3:40,8/11/2016,12,34,33.19,244,42.77,196.00,194.22,196.00,0,3
25.0492439270,121.5760726928,3:3:41,8/11/2016,13,38,27.53,262,42.77,197.00,196.54,197.00,0,3
25.0492382049,121.5760574340,3:3:42,8/11/2016,13,24,30.70,237,42.77,198.00,197.58,199.00,0,3
25.0492382049,121.5760574340,3:3:43,8/11/2016,13,29,30.74,234,43.26,201.00,199.50,201.00,0,3
25.0492343902,121.5760574340,3:3:44,8/11/2016,14,31,27.82,285,43.26,203.00,201.93,203.00,0,3
25.0492305755,121.5760574340,3:3:45,8/11/2016,14,27,28.55,260,43.26,205.00,204.00,205.00,0,3
25.0492305755,121.5760574340,3:3:46,8/11/2016,15,26,32.63,249,43.26,207.00,205.78,207.00,0,3
25.0492305755,121.5760421752,3:3:47,8/11/2016,19,27,27.80,238,43.75,207.00,207.01,208.00,0,3
25.0492267608,121.5760269165,3:3:48,8/11/2016,23,31,31.25,251,42.77,208.00,207.75,208.00,0,3
25.0492153167,121.5760269165,3:3:49,8/11/2016,26,40,27.51,225,43.26,207.00,207.14,208.00,0,3
25.0492115020,121.5760116577,3:3:50,8/11/2016,30,32,29.55,222,43.26,205.00,205.57,208.00,0,3
25.0492057800,121.5760116577,3:3:51,8/11/2016,28,27,28.23,236,43.26,205.00,204.19,205.00,0,3
25.0492019653,121.5759963989,3:3:52,8/11/2016,23,25,26.17,257,43.26,203.00,203.86,205.00,0,3
25.0491943359,121.5759963989,3:3:53,8/11/2016,18,53,25.76,235,43.75,202.00,202.33,203.00,0,3
25.0491867065,121.5759963989,3:3:54,8/11/2016,16,80,32.57,238,43.26,201.00,201.03,202.00,0,3
25.0491771697,121.5759735107,3:3:55,8/11/2016,14,36,30.51,249,43.75,201.00,200.94,202.00,0,3
25.0491695404,121.5759735107,3:3:56,8/11/2016,14,29,31.42,260,43.75,199.00,200.16,202.00,0,3
25.0491504669,121.5759735107,3:3:57,8/11/2016,14,21,32.78,321,43.75,200.00,200.02,201.00,0,3
25.0491333007,121.5759582519,3:3:58,8/11/2016,13,23,34.29,258,43.75,200.00,200.03,201.00,0,3
25.0491294860,121.5759582519,3:3:59,8/11/2016,14,30,34.66,235,43.75,200.00,199.96,201.00,1,4
25.0491294860,121.5759582519,3:4:0,8/11/2016,14,51,39.47,208,43.26,200.00,199.99,201.00,0,4
25.0491256713,121.5759429931,3:4:1,8/11/2016,14,41,35.50,250,42.77,200.00,200.00,201.00,0,4
25.0491256713,121.5759429931,3:4:2,8/11/2016,14,50,29.84,210,43.26,201.00,200.61,202.00,0,4
25.0491256713,121.5759429931,3:4:3,8/11/2016,15,24,30.32,216,43.26,201.00,201.00,202.00,0,4
25.0491161346,121.5759429931,3:4:4,8/11/2016,19,30,31.21,212,43.26,202.00,201.15,202.00,0,4
25.0491123199,121.5759429931,3:4:5,8/11/2016,32,37,32.97,221,42.77,203.00,202.49,204.00,0,4
25.0491123199,121.5759429931,3:4:6,8/11/2016,58,34,32.74,239,43.26,204.00,203.68,205.00,0,4
25.0491085052,121.5759429931,3:4:7,8/11/2016,130,33,32.62,249,42.77,205.00,204.83,206.00,0,4
